cohort,topology,threshold,method,signature,failure_frequency,total_failures,covered,uncovered_fraction
archived,B,moderate,RST,Compounding moderate disturbance; Recovery lag and temporal overlap,47,2133,False,0.02203469292076887
archived,B,moderate,RST,Concentrated dependency; Hidden convergent dependency,54,2133,True,0.0
archived,B,moderate,RST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,6,2133,False,0.0028129395218002813
archived,B,moderate,RST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,9,2133,False,0.004219409282700422
archived,B,moderate,RST,Hidden convergent dependency; Compounding moderate disturbance,23,2133,True,0.0
archived,B,moderate,RST,Compounding moderate disturbance; Propagation-amplified cascade,7,2133,False,0.0032817627754336614
archived,B,moderate,RST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,15,2133,False,0.007032348804500703
archived,B,moderate,MI-C,Compounding moderate disturbance,88,2133,False,0.04125644631973746
archived,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2133,False,0.006094702297233943
archived,B,moderate,MI-C,Concentrated dependency,1097,2133,True,0.0
archived,B,moderate,MI-C,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,40,2133,True,0.0
archived,B,moderate,MI-C,Concentrated dependency; Recovery lag and temporal overlap,94,2133,False,0.04406938584153774
archived,B,moderate,MI-C,Concentrated dependency; Propagation-amplified cascade,253,2133,True,0.0
archived,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,353,2133,True,0.0
archived,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,13,2133,False,0.006094702297233943
archived,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,21,2133,True,0.0
archived,B,moderate,MI-C,Compounding moderate disturbance; Recovery lag and temporal overlap,47,2133,False,0.02203469292076887
archived,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency,54,2133,True,0.0
archived,B,moderate,MI-C,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,6,2133,False,0.0028129395218002813
archived,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,9,2133,False,0.004219409282700422
archived,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance,23,2133,False,0.010782934833567745
archived,B,moderate,MI-C,Compounding moderate disturbance; Propagation-amplified cascade,7,2133,False,0.0032817627754336614
archived,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,15,2133,False,0.007032348804500703
archived,B,moderate,MI-M,Compounding moderate disturbance,88,2133,False,0.04125644631973746
archived,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2133,False,0.006094702297233943
archived,B,moderate,MI-M,Concentrated dependency,1097,2133,True,0.0
archived,B,moderate,MI-M,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,40,2133,True,0.0
archived,B,moderate,MI-M,Concentrated dependency; Recovery lag and temporal overlap,94,2133,False,0.04406938584153774
archived,B,moderate,MI-M,Concentrated dependency; Propagation-amplified cascade,253,2133,True,0.0
archived,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,353,2133,True,0.0
archived,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,13,2133,False,0.006094702297233943
archived,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,21,2133,True,0.0
archived,B,moderate,MI-M,Compounding moderate disturbance; Recovery lag and temporal overlap,47,2133,False,0.02203469292076887
archived,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency,54,2133,True,0.0
archived,B,moderate,MI-M,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,6,2133,False,0.0028129395218002813
archived,B,moderate,MI-M,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,9,2133,False,0.004219409282700422
archived,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance,23,2133,True,0.0
archived,B,moderate,MI-M,Compounding moderate disturbance; Propagation-amplified cascade,7,2133,False,0.0032817627754336614
archived,B,moderate,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,15,2133,False,0.007032348804500703
archived,B,moderate,MI-MD,Compounding moderate disturbance,88,2133,False,0.04125644631973746
archived,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2133,False,0.006094702297233943
archived,B,moderate,MI-MD,Concentrated dependency,1097,2133,True,0.0
archived,B,moderate,MI-MD,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,40,2133,True,0.0
archived,B,moderate,MI-MD,Concentrated dependency; Recovery lag and temporal overlap,94,2133,False,0.04406938584153774
archived,B,moderate,MI-MD,Concentrated dependency; Propagation-amplified cascade,253,2133,True,0.0
archived,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,353,2133,True,0.0
archived,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,13,2133,False,0.006094702297233943
archived,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,21,2133,True,0.0
archived,B,moderate,MI-MD,Compounding moderate disturbance; Recovery lag and temporal overlap,47,2133,False,0.02203469292076887
archived,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency,54,2133,True,0.0
archived,B,moderate,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,6,2133,False,0.0028129395218002813
archived,B,moderate,MI-MD,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,9,2133,False,0.004219409282700422
archived,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance,23,2133,True,0.0
archived,B,moderate,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade,7,2133,False,0.0032817627754336614
archived,B,moderate,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,15,2133,False,0.007032348804500703
archived,B,moderate,MI-MDA,Compounding moderate disturbance,88,2133,True,0.0
archived,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2133,False,0.006094702297233943
archived,B,moderate,MI-MDA,Concentrated dependency,1097,2133,True,0.0
archived,B,moderate,MI-MDA,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,40,2133,True,0.0
archived,B,moderate,MI-MDA,Concentrated dependency; Recovery lag and temporal overlap,94,2133,False,0.04406938584153774
archived,B,moderate,MI-MDA,Concentrated dependency; Propagation-amplified cascade,253,2133,True,0.0
archived,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,353,2133,True,0.0
archived,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,13,2133,False,0.006094702297233943
archived,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,21,2133,True,0.0
archived,B,moderate,MI-MDA,Compounding moderate disturbance; Recovery lag and temporal overlap,47,2133,False,0.02203469292076887
archived,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency,54,2133,True,0.0
archived,B,moderate,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,6,2133,False,0.0028129395218002813
archived,B,moderate,MI-MDA,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,9,2133,False,0.004219409282700422
archived,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance,23,2133,True,0.0
archived,B,moderate,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade,7,2133,False,0.0032817627754336614
archived,B,moderate,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,15,2133,False,0.007032348804500703
archived,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency,8,961,False,0.008324661810613945
archived,B,severe,FST-original,Compounding moderate disturbance,60,961,False,0.062434963579604576
archived,B,severe,FST-original,Concentrated dependency,473,961,True,0.0
archived,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,FST-original,Concentrated dependency; Propagation-amplified cascade,135,961,False,0.1404786680541103
archived,B,severe,FST-original,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,False,0.03329864724245578
archived,B,severe,FST-original,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,False,0.044745057232049947
archived,B,severe,FST-original,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,FST-original,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance,14,961,True,0.0
archived,B,severe,FST-original,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,FST-original,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
archived,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency,8,961,True,0.0
archived,B,severe,MI-FST,Compounding moderate disturbance,60,961,False,0.062434963579604576
archived,B,severe,MI-FST,Concentrated dependency,473,961,True,0.0
archived,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,MI-FST,Concentrated dependency; Propagation-amplified cascade,135,961,True,0.0
archived,B,severe,MI-FST,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,True,0.0
archived,B,severe,MI-FST,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,True,0.0
archived,B,severe,MI-FST,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-FST,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance,14,961,True,0.0
archived,B,severe,MI-FST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-FST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
archived,B,severe,RST,Concentrated dependency; Hidden convergent dependency,8,961,False,0.008324661810613945
archived,B,severe,RST,Compounding moderate disturbance,60,961,True,0.0
archived,B,severe,RST,Concentrated dependency,473,961,True,0.0
archived,B,severe,RST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,RST,Concentrated dependency; Propagation-amplified cascade,135,961,True,0.0
archived,B,severe,RST,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,True,0.0
archived,B,severe,RST,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,True,0.0
archived,B,severe,RST,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,RST,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance,14,961,False,0.014568158168574402
archived,B,severe,RST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,RST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,RST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,RST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
archived,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency,8,961,True,0.0
archived,B,severe,MI-C,Compounding moderate disturbance,60,961,False,0.062434963579604576
archived,B,severe,MI-C,Concentrated dependency,473,961,True,0.0
archived,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,MI-C,Concentrated dependency; Propagation-amplified cascade,135,961,True,0.0
archived,B,severe,MI-C,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,True,0.0
archived,B,severe,MI-C,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,True,0.0
archived,B,severe,MI-C,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-C,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance,14,961,True,0.0
archived,B,severe,MI-C,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-C,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
archived,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency,8,961,False,0.008324661810613945
archived,B,severe,MI-M,Compounding moderate disturbance,60,961,False,0.062434963579604576
archived,B,severe,MI-M,Concentrated dependency,473,961,True,0.0
archived,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,MI-M,Concentrated dependency; Propagation-amplified cascade,135,961,True,0.0
archived,B,severe,MI-M,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,True,0.0
archived,B,severe,MI-M,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,False,0.044745057232049947
archived,B,severe,MI-M,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-M,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance,14,961,False,0.014568158168574402
archived,B,severe,MI-M,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-M,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-M,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
archived,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency,8,961,False,0.008324661810613945
archived,B,severe,MI-MD,Compounding moderate disturbance,60,961,False,0.062434963579604576
archived,B,severe,MI-MD,Concentrated dependency,473,961,True,0.0
archived,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,MI-MD,Concentrated dependency; Propagation-amplified cascade,135,961,True,0.0
archived,B,severe,MI-MD,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,True,0.0
archived,B,severe,MI-MD,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,False,0.044745057232049947
archived,B,severe,MI-MD,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance,14,961,False,0.014568158168574402
archived,B,severe,MI-MD,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-MD,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-MD,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
archived,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency,8,961,False,0.008324661810613945
archived,B,severe,MI-MDA,Compounding moderate disturbance,60,961,True,0.0
archived,B,severe,MI-MDA,Concentrated dependency,473,961,True,0.0
archived,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,90,961,True,0.0
archived,B,severe,MI-MDA,Concentrated dependency; Propagation-amplified cascade,135,961,True,0.0
archived,B,severe,MI-MDA,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,32,961,True,0.0
archived,B,severe,MI-MDA,Concentrated dependency; Recovery lag and temporal overlap,40,961,False,0.04162330905306972
archived,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,43,961,False,0.044745057232049947
archived,B,severe,MI-MDA,Compounding moderate disturbance; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade,8,961,False,0.008324661810613945
archived,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance,14,961,False,0.014568158168574402
archived,B,severe,MI-MDA,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,10,961,False,0.01040582726326743
archived,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,7,961,False,0.007284079084287201
archived,B,severe,MI-MDA,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,16,961,False,0.01664932362122789
archived,B,severe,MI-MDA,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,2,961,False,0.002081165452653486
validation,B,moderate,FST-original,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,FST-original,Concentrated dependency; Propagation-amplified cascade,225,2171,False,0.10363887609396591
validation,B,moderate,FST-original,Compounding moderate disturbance,96,2171,True,0.0
validation,B,moderate,FST-original,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,FST-original,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,False,0.01704283740211884
validation,B,moderate,FST-original,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,FST-original,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,False,0.01427913403961308
validation,B,moderate,FST-original,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,FST-original,Hidden convergent dependency; Compounding moderate disturbance,15,2171,False,0.006909258406264394
validation,B,moderate,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,FST-original,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,FST-original,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,FST-original,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,FST-original,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,False,0.008291110087517274
validation,B,moderate,FST-original,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,moderate,MI-FST,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,MI-FST,Concentrated dependency; Propagation-amplified cascade,225,2171,True,0.0
validation,B,moderate,MI-FST,Compounding moderate disturbance,96,2171,False,0.044219253800092125
validation,B,moderate,MI-FST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,MI-FST,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,True,0.0
validation,B,moderate,MI-FST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,MI-FST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,True,0.0
validation,B,moderate,MI-FST,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,MI-FST,Hidden convergent dependency; Compounding moderate disturbance,15,2171,False,0.006909258406264394
validation,B,moderate,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-FST,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,MI-FST,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,MI-FST,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-FST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,False,0.008291110087517274
validation,B,moderate,MI-FST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,moderate,RST,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,RST,Concentrated dependency; Propagation-amplified cascade,225,2171,True,0.0
validation,B,moderate,RST,Compounding moderate disturbance,96,2171,True,0.0
validation,B,moderate,RST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,RST,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,True,0.0
validation,B,moderate,RST,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,RST,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,True,0.0
validation,B,moderate,RST,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,RST,Hidden convergent dependency; Compounding moderate disturbance,15,2171,True,0.0
validation,B,moderate,RST,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,RST,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,RST,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,RST,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,RST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,RST,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,True,0.0
validation,B,moderate,RST,Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,7,2171,False,0.0032243205895900505
validation,B,moderate,MI-C,Concentrated dependency,1141,2171,True,0.0
validation,B,moderate,MI-C,Concentrated dependency; Propagation-amplified cascade,225,2171,True,0.0
validation,B,moderate,MI-C,Compounding moderate disturbance,96,2171,False,0.044219253800092125
validation,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,348,2171,True,0.0
validation,B,moderate,MI-C,Concentrated dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,37,2171,True,0.0
validation,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency; Recovery lag and temporal overlap,15,2171,False,0.006909258406264394
validation,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,31,2171,True,0.0
validation,B,moderate,MI-C,Compounding moderate disturbance; Recovery lag and temporal overlap,49,2171,False,0.022570244127130355
validation,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance,15,2171,False,0.006909258406264394
validation,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-C,Concentrated dependency; Recovery lag and temporal overlap,90,2171,False,0.041455550437586364
validation,B,moderate,MI-C,Concentrated dependency; Hidden convergent dependency,64,2171,True,0.0
validation,B,moderate,MI-C,Compounding moderate disturbance; Propagation-amplified cascade,9,2171,False,0.004145555043758637
validation,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,13,2171,False,0.005988023952095809
validation,B,moderate,MI-C,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade,18,2171,False,0.008291110087517274
