topology,reference_id,reference_family,threshold,passive_failure,first_cross_week,mechanism_signature,unclassified,event_specification,canonical_event_key
B,REF-B-Q-0497,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0498,sequential pair,moderate,True,21.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P-A""}]"
B,REF-B-Q-0498,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P-A""}]"
B,REF-B-P-0499,simultaneous pair,moderate,True,19.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0499,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0500,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0500,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0501,sequential pair,moderate,True,22.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""T2P-A""}]"
B,REF-B-Q-0501,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""T2P-A""}]"
B,REF-B-P-0502,simultaneous pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0502,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0503,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0503,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":15,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0504,sequential pair,moderate,True,23.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""T2P-A""}]"
B,REF-B-Q-0504,sequential pair,severe,False,,Unclassified,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":2,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""T2P-A""}]"
B,REF-B-P-0505,simultaneous pair,moderate,True,19.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0505,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0506,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0506,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0507,sequential pair,moderate,True,21.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P-A""}]"
B,REF-B-Q-0507,sequential pair,severe,True,22.0,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P-A""}]"
B,REF-B-P-0508,simultaneous pair,moderate,True,19.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0508,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0509,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0509,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0510,sequential pair,moderate,True,22.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""T2P-A""}]"
B,REF-B-Q-0510,sequential pair,severe,True,23.0,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""T2P-A""}]"
B,REF-B-P-0511,simultaneous pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0511,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0512,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0512,sequential pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":16,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0513,sequential pair,moderate,True,23.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""T2P-A""}]"
B,REF-B-Q-0513,sequential pair,severe,True,24.0,Hidden convergent dependency; Compounding moderate disturbance; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":3,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":17,""target"":""T2P-A""}]"
B,REF-B-P-0514,simultaneous pair,moderate,True,19.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0514,simultaneous pair,severe,True,20.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0515,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0515,sequential pair,severe,True,20.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":2,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0516,sequential pair,moderate,True,21.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P-A""}]"
B,REF-B-Q-0516,sequential pair,severe,True,22.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":2,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":15,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":2,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":15,""target"":""T2P-A""}]"
B,REF-B-P-0517,simultaneous pair,moderate,True,19.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0517,simultaneous pair,severe,True,20.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0518,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0518,sequential pair,severe,True,20.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":3,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0519,sequential pair,moderate,True,22.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""T2P-A""}]"
B,REF-B-Q-0519,sequential pair,severe,True,23.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade; Recovery lag and temporal overlap,False,"[{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":3,""recovery_weeks"":3},{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":16,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":3,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":16,""target"":""T2P-A""}]"
B,REF-B-P-0520,simultaneous pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-P-0520,simultaneous pair,severe,False,,Unclassified,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":12,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0521,sequential pair,moderate,True,18.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
B,REF-B-Q-0521,sequential pair,severe,True,20.0,Concentrated dependency; Hidden convergent dependency; Propagation-amplified cascade,False,"[{""target"":""T2P-A"",""magnitude"":0.5,""start_week"":12,""duration_weeks"":4,""recovery_weeks"":3},{""target"":""S1A"",""magnitude"":0.35,""start_week"":17,""duration_weeks"":4,""recovery_weeks"":3}]","[{""duration_weeks"":4,""magnitude"":0.35,""recovery_weeks"":3,""start_week"":17,""target"":""S1A""},{""duration_weeks"":4,""magnitude"":0.5,""recovery_weeks"":3,""start_week"":12,""target"":""T2P-A""}]"
